user_id,user_name,user_surname,email,password_,year_birth,gender,mother_tongue,years_in,studies,working,support_type,expert,area,about_me,date,country,pic
214,Brent,David,brent.david2@outlook.com,XnGxrxPAt,1977,Masculino,"Aleman, Español",Menos de 6 meses,Grado universitario,Si,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Juegos, Lectura, Pintura",19/05/2021,,214.jpg
215,Ray,James,ray.james2@hotmail.com,nAdyCvLBi,1987,Masculino,"Aleman, Portugues",De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Viajar, Deportes, Cocina",05/08/2022,,215.jpg
216,Monica,Angela,monica.angela6@mail.kz,VCPKMaFbB,1968,Masculino,"Frances, Ucraniano",De 6 meses a 1 año,Master,No especificar,Orientacion sobre temas legales,No,Valle del Jarama,"Baile, Cine, Lectura",09/03/2021,,216.jpg
217,Kristine,Michael,kristine.michael1@gmail.com,nZgeQQdSZ,1971,Masculino,Chino,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion sobre tramites,Si,Sierra del Rincon,"Cocina, Juegos, Musica",10/09/2022,,217.jpg
218,Kathleen,William,kathleen.william5@aol.com,BqZOEFqpK,1987,Masculino,"Portugues, Chino",Más de 2 años,Master,Si,Orientacion sobre temas legales,Si,Valle Medio del Lozoya,"Juegos, Fotografia, Naturaleza",09/10/2022,,218.jpg
219,John,Colleen,john.colleen1@mail.com,tFgvrWaya,1997,Femenino,"Italiano, Portugues",De 1 año a 2 años,Master,No especificar,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Musica, Baile, Lectura",02/04/2022,,219.jpg
220,Joseph,Elizabeth,joseph.elizabeth7@aol.com,MWMvrFTJu,1979,No especificar,"Ingles, Aleman",Más de 2 años,Con graduado escolar,No,Emocional,Si,Sierra del Rincon,"Naturaleza, Pintura, Musica",05/12/2021,,220.jpg
221,Wilfred,Beverly,wilfred.beverly3@yahoo.com,DAFnXyqyw,1975,Masculino,"Rumano, Aleman",Más de 2 años,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Bajo del Lozoya,"Musica, Viajar, Baile",21/07/2022,,221.jpg
222,Brett,Betty,brett.betty4@mail.com,QppUZUqft,2001,No especificar,Arabe,De 1 año a 2 años,Con graduado escolar,No especificar,Emocional,Si,Sierra del Rincon,"Cine, Fotografia, Pintura",31/05/2021,,222.jpg
223,Angela,Roma,angela.roma9@yahoo.com,vDGWotnme,1989,Femenino,"Portugues, Arabe",De 6 meses a 1 año,Grado universitario,No,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Juegos, Pintura, Cine",04/09/2021,,223.jpg
224,Kevin,Celia,kevin.celia3@hotmail.com,EUTLsaIJF,1994,Femenino,"Rumano, Español",Menos de 6 meses,Master,Si,Orientacion sobre tramites,No,Sierra de la Cabrera,"Cocina, Lectura, Cine",07/06/2022,,224.jpg
225,Nicole,Jessie,nicole.jessie3@mail.com,mNIvczZqr,1981,Masculino,"Ingles, Portugues",De 6 meses a 1 año,Master,No especificar,Orientacion sobre tramites,Si,Sierra de la Cabrera,"Cocina, Juegos, Pintura",24/02/2021,,225.jpg
226,Shannon,Constance,shannon.constance4@outlook.com,wBDkECbzU,1987,Femenino,Arabe,Más de 2 años,Grado universitario,No,Orientacion sobre tramites,Si,Sierra del Rincon,"Pintura, Fotografia, Deportes",10/02/2021,,226.jpg
227,Robert,William,robert.william1@gmail.com,XWkfwrHJY,2001,Femenino,Frances,Más de 2 años,FP (Formacion Profesional),No especificar,Orientacion sobre tramites,No,Valle del Jarama,"Cocina, Baile, Fotografia",19/11/2021,,227.jpg
228,Joe,Rachael,joe.rachael3@aol.com,JhJQsjNwz,1968,Masculino,"Chino, Portugues",De 1 año a 2 años,Grado universitario,No,Orientacion sobre tramites,Si,Valle Bajo del Lozoya,"Lectura, Cocina, Baile",05/09/2021,,228.jpg
229,Lance,William,lance.william7@aol.com,qeXBEJLvM,1987,Femenino,"Portugues, Ucraniano",Más de 2 años,Grado universitario,No especificar,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Viajar, Pintura, Baile",29/05/2021,,229.jpg
230,Lawrence,Frances,lawrence.frances4@hotmail.com,VEiikBQCe,1972,No especificar,"Chino, Español",Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Pintura, Viajar, Musica",26/07/2021,,230.jpg
231,Charles,William,charles.william7@outlook.com,CZwJpWGBp,1968,Masculino,"Ingles, Ucraniano",Menos de 6 meses,Sin graduado escolar,No,Emocional,No,Valle Alto del Lozoya,"Lectura, Pintura, Cocina",30/06/2022,,231.jpg
232,Eugene,Elizabeth,eugene.elizabeth8@mail.kz,QhcaLbpXL,1993,No especificar,"Español, Aleman",Más de 2 años,FP (Formacion Profesional),No,Orientacion laboral,No,Valle del Jarama,"Lectura, Baile, Juegos",23/02/2022,,232.jpg
233,Kimberly,Mary,kimberly.mary5@mail.kz,RAcPnAmZf,1990,Masculino,"Italiano, Arabe",De 6 meses a 1 año,Grado universitario,No,Orientacion laboral,No,Sierra del Rincon,"Musica, Deportes, Cine",04/01/2021,,233.jpg
234,Christopher,Thomas,christopher.thomas8@yahoo.com,hYhFOWQcn,1964,Masculino,"Ucraniano, Frances",Menos de 6 meses,Grado universitario,No,Orientacion laboral,No,Valle del Jarama,"Fotografia, Baile, Cine",28/08/2022,,234.jpg
235,Gloria,Mei,gloria.mei9@hotmail.com,DKACcndxE,1996,Masculino,Portugues,Más de 2 años,Grado universitario,No,Orientacion laboral,Si,Valle del Jarama,"Juegos, Viajar, Deportes",18/10/2022,,235.jpg
236,Norma,George,norma.george7@mail.kz,gKgQGMyLX,1994,No especificar,Ucraniano,Menos de 6 meses,Grado universitario,No,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Cocina, Pintura, Naturaleza",29/12/2022,,236.jpg
237,Helen,Peter,helen.peter2@outlook.com,LocQEHZZq,1982,No especificar,"Ingles, Portugues",De 6 meses a 1 año,Grado universitario,Si,Emocional,No,Valle Bajo del Lozoya,"Deportes, Pintura, Juegos",14/10/2021,,237.jpg
238,Marjorie,Theresa,marjorie.theresa6@outlook.com,MfoWSHRrl,1977,No especificar,"Ucraniano, Frances",Más de 2 años,Sin graduado escolar,Si,Orientacion laboral,Si,Sierra del Rincon,"Lectura, Baile, Naturaleza",20/05/2022,,238.jpg
239,Barbara,Denise,barbara.denise9@aol.com,fgfwDSoWh,1970,No especificar,Chino,De 6 meses a 1 año,Con graduado escolar,Si,Orientacion laboral,No,Sierra de la Cabrera,"Viajar, Cocina, Naturaleza",22/07/2022,,239.jpg
240,Jerome,Gary,jerome.gary8@aol.com,ybEbVlGbm,1990,No especificar,"Italiano, Frances",De 1 año a 2 años,Doctorado,Si,Orientacion sobre temas legales,Si,Valle Bajo del Lozoya,"Baile, Viajar, Cocina",17/06/2022,,240.jpg
241,Colette,Angie,colette.angie8@yahoo.com,pfoKaqrNf,1998,No especificar,"Arabe, Ucraniano",Más de 2 años,Master,No,Orientacion sobre tramites,Si,Sierra de la Cabrera,"Baile, Deportes, Viajar",12/05/2021,,241.jpg
242,Meghan,Charles,meghan.charles8@aol.com,LvwMLFNGU,1980,Femenino,"Arabe, Ucraniano",De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre tramites,No,Valle Alto del Lozoya,"Viajar, Baile, Fotografia",16/06/2022,,242.jpg
243,Ethel,Daniel,ethel.daniel8@hotmail.com,uYYZoboGM,1985,Masculino,"Español, Rumano",De 6 meses a 1 año,Master,No especificar,Orientacion laboral,Si,Valle del Jarama,"Pintura, Juegos, Lectura",26/02/2022,,243.jpg
244,Amber,Michelle,amber.michelle2@gmail.com,KOnMmaPqA,1986,Femenino,Frances,Menos de 6 meses,Doctorado,Si,Orientacion sobre tramites,No,Sierra de la Cabrera,"Musica, Pintura, Lectura",18/03/2021,,244.jpg
245,John,Marcus,john.marcus3@yahoo.com,LmfdlQYlF,1999,No especificar,Ingles,Más de 2 años,Master,No,Emocional,Si,Sierra de la Cabrera,"Baile, Cocina, Viajar",26/04/2021,,245.jpg
246,Whitney,Don,whitney.don5@mail.com,BUtlHYMhK,1978,Masculino,"Italiano, Ingles",Más de 2 años,Con graduado escolar,Si,Emocional,Si,Valle Medio del Lozoya,"Fotografia, Cocina, Naturaleza",05/04/2021,,246.jpg
247,Thomas,Noreen,thomas.noreen3@outlook.com,xsYsMQryr,1981,Masculino,"Ingles, Ucraniano",Más de 2 años,Con graduado escolar,No especificar,Orientacion laboral,No,Valle Medio del Lozoya,"Cocina, Juegos, Fotografia",17/03/2022,,247.jpg
248,Roger,Adam,roger.adam6@hotmail.com,UoSvxOHwU,1997,Femenino,Italiano,De 6 meses a 1 año,Con graduado escolar,Si,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Cocina, Naturaleza, Deportes",28/03/2022,,248.jpg
249,Gilberto,Gary,gilberto.gary4@mail.com,EFWQPhfhm,1989,Femenino,"Rumano, Ucraniano",De 1 año a 2 años,Con graduado escolar,No,Orientacion sobre tramites,Si,Valle Bajo del Lozoya,"Pintura, Cine, Juegos",31/10/2022,,249.jpg
250,Kathleen,Tammie,kathleen.tammie5@aol.com,lwlWISqtm,1966,Femenino,Frances,Más de 2 años,FP (Formacion Profesional),Si,Emocional,Si,Valle del Jarama,"Naturaleza, Musica, Cocina",25/12/2021,,250.jpg
251,Elena,Tamika,elena.tamika4@gmail.com,rWglrhCAh,1977,No especificar,Ucraniano,De 1 año a 2 años,Master,Si,Emocional,Si,Valle Bajo del Lozoya,"Viajar, Juegos, Fotografia",17/09/2022,,251.jpg
252,Ferdinand,Marcos,ferdinand.marcos7@hotmail.com,ILeEMOmkh,1971,No especificar,Aleman,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion laboral,Si,Valle Alto del Lozoya,"Viajar, Pintura, Naturaleza",09/01/2021,,252.jpg
253,James,Monica,james.monica5@mail.kz,eEulLzmvm,1994,No especificar,Italiano,Más de 2 años,Master,No,Orientacion laboral,Si,Sierra del Rincon,"Deportes, Pintura, Fotografia",07/04/2022,,253.jpg
254,Marvin,Elfriede,marvin.elfriede3@yahoo.com,ezhlFcVdG,1992,Masculino,Español,Más de 2 años,Grado universitario,Si,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Pintura, Juegos, Naturaleza",07/01/2022,,254.jpg
255,William,James,william.james8@gmail.com,TWVIWFice,1983,Femenino,Frances,De 6 meses a 1 año,Grado universitario,Si,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Cocina, Fotografia, Viajar",24/10/2022,,255.jpg
256,Kevin,Eddie,kevin.eddie6@hotmail.com,iYOrWIRuM,1968,No especificar,"Chino, Rumano",De 1 año a 2 años,Con graduado escolar,Si,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Cocina, Baile, Pintura",10/03/2022,,256.jpg
257,Candice,James,candice.james5@gmail.com,riAjHLntT,1964,Femenino,"Italiano, Rumano",Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion sobre tramites,No,Valle del Jarama,"Cocina, Naturaleza, Fotografia",07/05/2022,,257.jpg
258,Bryan,Richard,bryan.richard5@mail.kz,BsvlIdfaH,1980,Femenino,"Chino, Aleman",Menos de 6 meses,Master,No,Emocional,Si,Valle Alto del Lozoya,"Naturaleza, Juegos, Deportes",12/05/2022,,258.jpg
259,Brian,Joy,brian.joy9@mail.com,UJAKoVpMm,1970,Masculino,"Chino, Ingles",Más de 2 años,Sin graduado escolar,No,Orientacion sobre tramites,Si,Valle Alto del Lozoya,"Cine, Musica, Fotografia",14/11/2022,,259.jpg
260,Richard,Ronald,richard.ronald7@hotmail.com,HaaTuIaZM,1987,No especificar,Ucraniano,Menos de 6 meses,Con graduado escolar,No,Orientacion laboral,Si,Valle Bajo del Lozoya,"Musica, Pintura, Cocina",10/04/2021,,260.jpg
261,Harry,Clarence,harry.clarence4@aol.com,eMVdtLrUE,1966,Femenino,Frances,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientacion laboral,No,Sierra del Rincon,"Juegos, Musica, Lectura",29/10/2021,,261.jpg
262,Thomas,Kathleen,thomas.kathleen5@mail.com,uUoojZkhq,1964,Femenino,Rumano,De 1 año a 2 años,Master,Si,Emocional,No,Valle Bajo del Lozoya,"Viajar, Juegos, Cine",12/04/2021,,262.jpg
263,Roger,Constance,roger.constance7@outlook.com,RYsQqiMxj,1993,Masculino,Ucraniano,Más de 2 años,Master,Si,Orientacion laboral,Si,Valle Medio del Lozoya,"Deportes, Juegos, Baile",07/03/2022,,263.jpg
264,Joyce,Steve,joyce.steve1@yahoo.com,vSZGeJMvT,1990,No especificar,"Chino, Ingles",Menos de 6 meses,FP (Formacion Profesional),Si,Orientacion sobre tramites,No,Valle del Jarama,"Cine, Juegos, Baile",18/01/2021,,264.jpg
265,Linda,Mary,linda.mary4@mail.kz,zPuOZEfXk,1990,No especificar,"Chino, Italiano",De 6 meses a 1 año,Grado universitario,Si,Emocional,No,Sierra del Rincon,"Fotografia, Juegos, Viajar",07/04/2022,,265.jpg
266,Daniel,Brett,daniel.brett9@mail.com,UkoWNWODT,2001,Femenino,"Arabe, Aleman",De 6 meses a 1 año,Con graduado escolar,No,Orientacion sobre temas legales,No,Sierra de la Cabrera,"Musica, Lectura, Pintura",20/03/2021,,266.jpg
267,Joshua,Nellie,joshua.nellie8@mail.kz,HwNHEAXoH,1980,Masculino,"Portugues, Chino",Más de 2 años,Doctorado,No especificar,Emocional,Si,Sierra del Rincon,"Viajar, Musica, Cocina",01/10/2021,,267.jpg
268,Vernie,Aaron,vernie.aaron1@gmail.com,tvHBxyONH,2002,Masculino,Frances,Más de 2 años,Master,Si,Orientacion laboral,Si,Valle Medio del Lozoya,"Cine, Pintura, Musica",19/03/2021,,268.jpg
269,Jason,Beverly,jason.beverly4@outlook.com,MqoEYkHvv,1997,No especificar,Aleman,Más de 2 años,Doctorado,No,Orientacion sobre tramites,No,Valle Medio del Lozoya,"Cocina, Musica, Pintura",29/10/2021,,269.jpg
270,Rose,Catherine,rose.catherine2@aol.com,QyotTQlUA,1973,Masculino,Arabe,De 1 año a 2 años,Grado universitario,No especificar,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Deportes, Cine, Juegos",04/01/2023,,270.jpg
271,Janie,Luke,janie.luke3@mail.kz,gycVgbOsu,1987,Masculino,"Arabe, Chino",Menos de 6 meses,Con graduado escolar,Si,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Deportes, Naturaleza, Lectura",23/10/2022,,271.jpg
272,Phillip,Lawrence,phillip.lawrence1@mail.com,yqCAjOgAy,1968,Femenino,"Ucraniano, Aleman",De 1 año a 2 años,Sin graduado escolar,Si,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Musica, Lectura, Fotografia",21/02/2022,,272.jpg
273,Joy,Donald,joy.donald3@mail.kz,KSudahZga,1973,Femenino,Rumano,Más de 2 años,Master,No,Emocional,No,Valle Bajo del Lozoya,"Deportes, Cocina, Pintura",05/03/2021,,273.jpg
274,Nancy,Mary,nancy.mary7@mail.kz,KsbcWwbKW,1991,Masculino,Español,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion laboral,No,Valle Alto del Lozoya,"Cine, Fotografia, Pintura",29/10/2021,,274.jpg
275,Robert,Betty,robert.betty8@mail.kz,qyuAmFOHT,1988,Masculino,Ucraniano,De 1 año a 2 años,Grado universitario,Si,Orientacion sobre temas legales,Si,Sierra de la Cabrera,"Cocina, Musica, Deportes",21/09/2021,,275.jpg
276,Lou,Mary,lou.mary2@gmail.com,QbAlZHqUD,1986,Femenino,Ingles,De 6 meses a 1 año,FP (Formacion Profesional),No,Orientacion sobre tramites,No,Valle Bajo del Lozoya,"Fotografia, Naturaleza, Viajar",05/04/2021,,276.jpg
277,Mose,Gracie,mose.gracie5@outlook.com,wHzXGtFMj,1966,No especificar,Italiano,De 6 meses a 1 año,Master,No,Orientacion sobre tramites,Si,Valle Medio del Lozoya,"Pintura, Juegos, Viajar",11/05/2021,,277.jpg
278,Christopher,Alana,christopher.alana2@hotmail.com,QJKpTcgQA,1995,Masculino,"Italiano, Ingles",Más de 2 años,Doctorado,No especificar,Emocional,Si,Valle Medio del Lozoya,"Cocina, Lectura, Baile",02/11/2021,,278.jpg
279,John,Clara,john.clara8@aol.com,jLKWEDbji,2002,No especificar,"Rumano, Ucraniano",Más de 2 años,Doctorado,Si,Orientacion sobre tramites,No,Valle del Jarama,"Cine, Juegos, Musica",31/07/2021,,279.jpg
280,Collin,Mary,collin.mary1@mail.kz,WJIOFemsJ,1981,Femenino,Frances,Menos de 6 meses,Con graduado escolar,No especificar,Emocional,No,Sierra del Rincon,"Cocina, Musica, Cine",14/11/2021,,280.jpg
281,Christine,Mary,christine.mary4@mail.com,JHaBFPewk,1966,No especificar,Portugues,De 1 año a 2 años,Con graduado escolar,No,Emocional,No,Sierra del Rincon,"Musica, Deportes, Juegos",07/10/2021,,281.jpg
282,Glenn,Tara,glenn.tara2@mail.com,gqOpwBKjm,1993,Femenino,Rumano,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Deportes, Naturaleza, Musica",28/08/2022,,282.jpg
283,Lionel,Daniel,lionel.daniel6@yahoo.com,JERpUzIph,1966,No especificar,"Frances, Portugues",De 6 meses a 1 año,FP (Formacion Profesional),No,Emocional,Si,Sierra del Rincon,"Lectura, Musica, Cocina",02/03/2021,,283.jpg
284,Thomas,Treva,thomas.treva7@mail.com,SgJqEHNCR,2000,No especificar,"Frances, Rumano",Más de 2 años,FP (Formacion Profesional),Si,Emocional,No,Valle Medio del Lozoya,"Naturaleza, Fotografia, Musica",14/10/2021,,284.jpg
285,Lea,Joseph,lea.joseph6@mail.kz,ZKpJMQWZN,1976,Masculino,Chino,Menos de 6 meses,FP (Formacion Profesional),No,Emocional,Si,Sierra de la Cabrera,"Pintura, Cocina, Viajar",08/06/2021,,285.jpg
286,William,Thomasena,william.thomasena9@mail.kz,tApdmYNNe,1973,Femenino,Portugues,Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientacion sobre temas legales,No,Valle Bajo del Lozoya,"Viajar, Cocina, Fotografia",17/03/2022,,286.jpg
287,Joann,Joan,joann.joan1@yahoo.com,qaxFRgogk,1967,Masculino,Ingles,De 6 meses a 1 año,Con graduado escolar,No,Orientacion sobre temas legales,No,Valle Alto del Lozoya,"Viajar, Baile, Naturaleza",12/11/2021,,287.jpg
288,Michael,Nancy,michael.nancy6@mail.kz,UvvutTFtb,1994,No especificar,Italiano,De 1 año a 2 años,Doctorado,No especificar,Emocional,Si,Valle del Jarama,"Musica, Pintura, Cine",27/05/2022,,288.jpg
289,Gary,Pat,gary.pat3@mail.com,FEUXoOjzP,1976,Femenino,"Portugues, Chino",De 6 meses a 1 año,Sin graduado escolar,No,Emocional,Si,Valle Bajo del Lozoya,"Viajar, Cocina, Baile",08/01/2022,,289.jpg
290,Oliver,Frank,oliver.frank4@outlook.com,uKCmTHmGz,1992,Masculino,"Rumano, Español",De 1 año a 2 años,Master,Si,Orientacion sobre tramites,Si,Sierra de la Cabrera,"Naturaleza, Lectura, Fotografia",10/05/2021,,290.jpg
291,Brenda,Keith,brenda.keith7@mail.kz,aLULPtePd,1998,No especificar,Italiano,Menos de 6 meses,FP (Formacion Profesional),Si,Orientacion laboral,No,Sierra del Rincon,"Cine, Musica, Deportes",13/04/2021,,291.jpg
292,Gail,Lillian,gail.lillian8@aol.com,oNjEzrRik,1982,Femenino,Portugues,De 6 meses a 1 año,Master,No especificar,Orientacion sobre tramites,No,Valle Bajo del Lozoya,"Fotografia, Pintura, Musica",27/05/2021,,292.jpg
293,Christopher,Linda,christopher.linda4@mail.kz,LohHMhmoV,1964,Masculino,"Español, Arabe",Más de 2 años,Doctorado,Si,Orientacion sobre tramites,No,Sierra del Rincon,"Deportes, Pintura, Viajar",04/06/2022,,293.jpg
294,Ruby,Patrick,ruby.patrick5@hotmail.com,fawLHOaxd,1982,Masculino,Rumano,Más de 2 años,Doctorado,No especificar,Emocional,Si,Valle del Jarama,"Viajar, Deportes, Lectura",14/01/2021,,294.jpg
295,Randall,Kelly,randall.kelly3@outlook.com,GdssWTizA,1979,No especificar,"Español, Frances",Más de 2 años,Grado universitario,No especificar,Orientacion sobre tramites,No,Valle del Jarama,"Deportes, Baile, Lectura",24/03/2021,,295.jpg
296,Timothy,Richard,timothy.richard8@aol.com,eaXVAuwZm,1977,No especificar,"Arabe, Español",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion sobre temas legales,Si,Sierra del Rincon,"Viajar, Juegos, Deportes",01/02/2021,,296.jpg
297,Sara,Louise,sara.louise9@gmail.com,DqHzTOeGH,1995,Femenino,Portugues,De 1 año a 2 años,Con graduado escolar,Si,Orientacion laboral,No,Sierra de la Cabrera,"Cine, Viajar, Naturaleza",29/11/2021,,297.jpg
298,Jennifer,Christi,jennifer.christi4@hotmail.com,YlFCxeOZh,2001,Masculino,"Ingles, Chino",De 1 año a 2 años,Sin graduado escolar,No,Emocional,Si,Valle del Jarama,"Pintura, Cocina, Baile",26/10/2021,,298.jpg
299,Herman,Richard,herman.richard4@outlook.com,tefWeWbSG,1987,Masculino,Portugues,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Emocional,No,Valle Medio del Lozoya,"Naturaleza, Baile, Musica",11/08/2021,,299.jpg
300,Rodney,Vickie,rodney.vickie6@yahoo.com,evqBxlfey,1983,No especificar,"Rumano, Frances",De 6 meses a 1 año,Doctorado,No,Emocional,No,Valle Alto del Lozoya,"Viajar, Juegos, Lectura",25/06/2021,,300.jpg
301,Myra,David,myra.david3@aol.com,nxJSkpJYO,1988,Femenino,"Italiano, Frances",De 1 año a 2 años,Doctorado,No especificar,Orientacion sobre tramites,Si,Sierra de la Cabrera,"Naturaleza, Musica, Cine",19/03/2022,,301.jpg
302,Marcia,Mary,marcia.mary9@mail.kz,HpwZIwaGm,1990,Femenino,Frances,De 6 meses a 1 año,Sin graduado escolar,Si,Orientacion sobre tramites,No,Valle Alto del Lozoya,"Fotografia, Cocina, Viajar",23/05/2022,,302.jpg
303,Coral,Larry,coral.larry6@yahoo.com,hbkThErFq,1982,No especificar,"Ingles, Arabe",De 1 año a 2 años,Doctorado,No especificar,Emocional,No,Valle del Jarama,"Viajar, Naturaleza, Baile",15/01/2021,,303.jpg
304,Thomas,Bernadine,thomas.bernadine6@yahoo.com,eLrRZdLoZ,1969,Femenino,Arabe,Menos de 6 meses,Sin graduado escolar,No especificar,Orientacion sobre tramites,No,Valle del Jarama,"Musica, Cine, Viajar",22/10/2022,,304.jpg
305,Aaron,Charles,aaron.charles4@mail.kz,tsbYWgEbE,1981,Femenino,Frances,De 6 meses a 1 año,Master,Si,Orientacion sobre temas legales,No,Sierra de la Cabrera,"Cine, Viajar, Baile",02/09/2022,,305.jpg
306,Muriel,Elizabeth,muriel.elizabeth5@outlook.com,iJhIGoqfE,1981,Femenino,"Italiano, Chino",Más de 2 años,Grado universitario,No especificar,Orientacion sobre temas legales,No,Valle Medio del Lozoya,"Viajar, Cocina, Deportes",28/04/2022,,306.jpg
307,Jack,Thomas,jack.thomas9@mail.com,MerPDHvsf,2000,No especificar,Italiano,De 1 año a 2 años,Con graduado escolar,Si,Orientacion sobre temas legales,Si,Sierra de la Cabrera,"Musica, Naturaleza, Viajar",29/06/2022,,307.jpg
308,Ryan,Bruce,ryan.bruce8@gmail.com,QRUBOxqyj,1965,No especificar,Portugues,Menos de 6 meses,Sin graduado escolar,No,Emocional,Si,Sierra de la Cabrera,"Juegos, Viajar, Naturaleza",14/10/2021,,308.jpg
309,Jennifer,Amanda,jennifer.amanda7@gmail.com,XGmqieujq,2003,Masculino,Español,Más de 2 años,Grado universitario,Si,Orientacion sobre tramites,Si,Valle del Jarama,"Pintura, Juegos, Cocina",07/04/2022,,309.jpg
310,Deborah,Carrie,deborah.carrie9@outlook.com,MtcoVKPYs,1985,Femenino,Portugues,Más de 2 años,Con graduado escolar,Si,Orientacion sobre tramites,No,Valle Alto del Lozoya,"Pintura, Viajar, Cine",06/01/2021,,310.jpg
311,John,Mildred,john.mildred2@mail.com,VgxmavfoQ,1984,No especificar,"Italiano, Español",Menos de 6 meses,Doctorado,Si,Orientacion sobre tramites,Si,Valle Bajo del Lozoya,"Fotografia, Lectura, Viajar",08/08/2021,,311.jpg
312,Walter,Delores,walter.delores3@mail.kz,nJThxmotP,1986,Masculino,"Aleman, Ingles",De 1 año a 2 años,Grado universitario,No,Orientacion sobre tramites,Si,Valle del Jarama,"Pintura, Fotografia, Naturaleza",18/06/2022,,312.jpg
313,Amelia,Pearle,amelia.pearle8@outlook.com,anrxCbqGE,1966,Femenino,Arabe,Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,No,Valle Bajo del Lozoya,"Deportes, Juegos, Cocina",10/01/2023,,313.jpg
314,James,Nancy,james.nancy4@mail.com,JSIGzpEWa,1998,Femenino,"Arabe, Italiano",De 1 año a 2 años,Doctorado,Si,Orientacion sobre temas legales,No,Valle Bajo del Lozoya,"Deportes, Lectura, Baile",10/08/2022,,314.jpg
315,John,Johanna,john.johanna3@mail.com,cnznpgMju,1977,Masculino,"Portugues, Aleman",Menos de 6 meses,Con graduado escolar,Si,Emocional,No,Valle del Jarama,"Naturaleza, Fotografia, Baile",24/08/2021,,315.jpg
316,Jenna,Clara,jenna.clara8@aol.com,qkjNTtauG,1983,No especificar,Ingles,Menos de 6 meses,Grado universitario,Si,Emocional,No,Valle Medio del Lozoya,"Lectura, Naturaleza, Juegos",12/09/2021,,316.jpg
317,Juan,Beverly,juan.beverly9@yahoo.com,FoEakWgsq,2000,Masculino,"Ingles, Aleman",De 6 meses a 1 año,Doctorado,Si,Emocional,No,Valle Bajo del Lozoya,"Naturaleza, Baile, Cocina",25/02/2021,,317.jpg
318,Richard,Eric,richard.eric3@mail.com,pfaYdOjrL,1989,No especificar,Ingles,De 6 meses a 1 año,Doctorado,Si,Orientacion sobre tramites,Si,Sierra de la Cabrera,"Deportes, Viajar, Musica",12/04/2021,,318.jpg
319,Troy,Elanor,troy.elanor1@outlook.com,HzFrjCgsJ,1965,Masculino,Italiano,De 1 año a 2 años,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle Alto del Lozoya,"Baile, Naturaleza, Cine",31/01/2022,,319.jpg
320,Joseph,Roger,joseph.roger8@gmail.com,OFjeTFymn,2001,No especificar,Italiano,Más de 2 años,Con graduado escolar,No,Emocional,No,Valle del Jarama,"Pintura, Cocina, Viajar",02/07/2022,,320.jpg
321,Mary,Kevin,mary.kevin6@hotmail.com,mMYYycaFp,1965,Masculino,Ingles,De 6 meses a 1 año,Master,Si,Emocional,No,Valle del Jarama,"Naturaleza, Lectura, Cocina",18/02/2022,,321.jpg
322,Monica,Thelma,monica.thelma7@aol.com,LPvJgJOTc,1988,Masculino,Chino,Más de 2 años,Sin graduado escolar,No,Orientacion laboral,No,Valle del Jarama,"Deportes, Viajar, Cocina",13/08/2022,,322.jpg
323,Jane,Glenn,jane.glenn3@yahoo.com,SIWKryoOB,1985,Femenino,"Portugues, Español",Más de 2 años,Master,No especificar,Orientacion sobre tramites,No,Valle Medio del Lozoya,"Viajar, Naturaleza, Baile",31/01/2021,,323.jpg
324,Jeremy,Steven,jeremy.steven3@outlook.com,wrkeHPOlt,1980,Femenino,Chino,Menos de 6 meses,Grado universitario,No,Emocional,No,Valle Alto del Lozoya,"Pintura, Cocina, Cine",15/01/2021,,324.jpg
